studyTitle,studyYear,studyJournal,studyVolume,studyPages,eventDate,eventYear,eventLocation.country,eventLocation.degreesLat,eventLocation.minutesLat,eventLocation.secondsLat,eventLocation.degreesLon,eventLocation.minutesLon,eventLocation.secondsLon,lat,long,vertebrateClass,speciesName,Egg,Larva,Juvenile,Adult,speciesAffectedType,populationType,screeningReason,numInvolved,totalAnimalsTested,totalAnimalsConfirmedInfected,totalAnimalsConfirmedDiseased,Isolation,EM,PCR,qPCR,Sequencing,genBankAccessionNumbers,ranaSpecies,Year,speciesGenus,Genus,Order,Family
Ranavirus infection of free-ranging and captive box turtles and tortoises in the United States,2008,Journal of Wildlife Diseases,44,851-863,07/25/2003,2003,USA,29,86,0,-82,22,0,30.43333333,-82.36666667,reptile,Geopherus polyphemus,0,0,0,1,native,wild,mortality,1,1,1,NA,1,0,1,0,0,NA,NA,2003,Geopherus,Gopherus,Testudines,Testudinidae
Ranavirus infection of free-ranging and captive box turtles and tortoises in the United States,2008,Journal of Wildlife Diseases,44,851-863,08/15/2003,2003,USA,41,43,0,-79,39,0,41.71666667,-79.65,reptile,Terrapene carolina carolina,0,1,0,1,native,zoological,mortality,51_100,5,5,NA,1,0,1,0,0,NA,NA,2003,Terrapene,Terrapene,Testudines,Emydidae
Ranavirus infection of free-ranging and captive box turtles and tortoises in the United States,2008,Journal of Wildlife Diseases,44,851-863,08/15/2003,2003,USA,41,43,0,-79,39,0,41.71666667,-79.65,amphibian,Rana clamitans,0,1,0,0,native,zoological,mortality,2_10,3,3,NA,1,0,1,0,0,NA,NA,2003,Rana,Rana,Anura,Ranidae
Ranavirus infection of free-ranging and captive box turtles and tortoises in the United States,2008,Journal of Wildlife Diseases,44,851-863,08/02/2005,2005,USA,40,51,0,-72,52,0,40.85,-72.86666667,reptile,Terrapene carolina,0,0,0,1,native,wild,mortality,2_10,2,2,NA,1,0,1,0,0,NA,NA,2005,Terrapene,Terrapene,Testudines,Emydidae
Ranavirus infection of free-ranging and captive box turtles and tortoises in the United States,2008,Journal of Wildlife Diseases,44,851-863,10/01/2004,2004,USA,29,42,0,-82,23,0,29.7,-82.38333333,reptile,Terrapene carolina bauri,0,0,0,1,native,wild,mortality,1,1,1,NA,1,0,1,0,0,NA,NA,2004,Terrapene,Terrapene,Testudines,Emydidae
Ranavirus infection of free-ranging and captive box turtles and tortoises in the United States,2008,Journal of Wildlife Diseases,44,851-863,07/01/1991,1991,USA,34,45,0,-84,47,0,34.75,-84.78333333,reptile,Terrapene carolina,0,0,0,1,native,wild,mortality,11_50,2,2,NA,1,0,1,0,0,NA,NA,1991,Terrapene,Terrapene,Testudines,Emydidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Desmognathus fuscus,0,0,0,1,native,wild,routine,11_50,12,7,NA,0,0,1,0,0,NA,NA,2010,Desmognathus,Desmognathus,Urodela,Plethodontidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Desmognathus monticola,0,0,0,1,native,wild,routine,11_50,12,8,NA,0,0,1,0,0,NA,NA,2010,Desmognathus,Desmognathus,Urodela,Plethodontidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Desmognathus ochrophaeus,0,0,0,1,native,wild,routine,1,1,0,NA,0,0,1,0,0,NA,NA,2010,Desmognathus,Desmognathus,Urodela,Plethodontidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Desmognathus quadramaculatus,0,0,0,1,native,wild,routine,2_10,3,3,NA,0,0,1,0,0,NA,NA,2010,Desmognathus,Desmognathus,Urodela,Plethodontidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Eurycea cirrigera,0,0,0,1,native,wild,routine,11_50,21,10,NA,0,0,1,0,0,NA,NA,2010,Eurycea,Eurycea,Urodela,Plethodontidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Eurycea longicauda,0,0,0,1,native,wild,routine,2_10,3,2,NA,0,0,1,0,0,NA,NA,2010,Eurycea,Eurycea,Urodela,Plethodontidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Eurycea lucifuga,0,0,0,1,native,wild,routine,2_10,4,1,NA,0,0,1,0,0,NA,NA,2010,Eurycea,Eurycea,Urodela,Plethodontidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Notophthalmus viridescens,0,0,0,1,native,wild,routine,2_10,9,1,NA,0,0,1,0,0,NA,NA,2010,Notophthalmus,Notophthalmus,Urodela,Salamandridae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Plethodon cinereus,0,0,0,1,native,wild,routine,2_10,3,0,NA,0,0,1,0,0,NA,NA,2010,Plethodon,Plethodon,Urodela,Plethodontidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Plethodon glutinosus complex,0,0,0,1,native,wild,routine,11_50,15,4,NA,0,0,1,0,0,NA,NA,2010,Plethodon,Plethodon,Urodela,Plethodontidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Plethodon richmondi,0,0,0,1,native,wild,routine,2_10,5,0,NA,0,0,1,0,0,NA,NA,2010,Plethodon,Plethodon,Urodela,Plethodontidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Anaxyrus americanus,0,0,0,1,native,wild,routine,2_10,6,0,NA,0,0,1,0,0,NA,NA,2010,Anaxyrus,Anaxyrus,Anura,Bufonidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Hyla chrysiscelis,0,0,0,1,native,wild,routine,2_10,9,0,NA,0,0,1,0,0,NA,NA,2010,Hyla,Hyla,Anura,Hylidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Pseudacris crucifer,0,0,0,1,native,wild,routine,2_10,2,0,NA,0,0,1,0,0,NA,NA,2010,Pseudacris,Pseudacris,Anura,Hylidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Lithobates catesbeianus,0,0,0,1,native,wild,routine,2_10,10,2,NA,0,0,1,0,0,NA,NA,2010,Lithobates,Rana,Anura,Ranidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Lithobates clamitans,0,0,0,1,native,wild,routine,1,1,0,NA,0,0,1,0,0,NA,NA,2010,Lithobates,Rana,Anura,Ranidae
"Ranavirus prevalence in amphibian populations of Wise County, Virginia, USA",2011,Herpetological Review,42,540-542,04/01/2010,2010,USA,33,55,13.6884,-83,24,6.2316,33.920469,-83.401731,amphibian,Lithobates palustris,0,0,0,1,native,wild,routine,2_10,2,1,NA,0,0,1,0,0,NA,NA,2010,Lithobates,Rana,Anura,Ranidae
"Ranavirus-associated mass mortality in wild amphibians, The Netherlands, 2010: A first report",2011,Veterinary Journal,190,284-286,09/01/2010,2010,Netherlands,53,18,28.083155,6,36,34.6151729,53.3078009,6.60961533,amphibian,Pelophylax lessonae,0,1,1,1,native,wild,mortality,500_,17,17,8,0,1,1,0,1,FM213466.1,Other,2010,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus-associated morbidity and mortality in a group of captive eastern box turtles (Terrapene carolina carolina),2004,Journal of Zoo and Wildlife Medicine,35,534-543,09/10/2002,2002,USA,35,47,8.5776,-79,19,18.3612,35.785716,-79.321767,reptile,Terrapene carolina carolina,0,0,0,1,native,zoological,mortality,2_10,2,2,NA,0,1,1,0,1,NA,NA,2002,Terrapene,Terrapene,Testudines,Emydidae
Rapid Response to Evaluate the Presence of Amphibian Chytrid Fungus (Batrachochytrium dendrobatidis) and Ranavirus in Wild Amphibian Populations in Madagascar,2015,PLoS ONE,10,e0125330,04/04/2014,2014,Madagascar,-23,53,13.9992,46,55,23.0016,-23.887222,46.923056,amphibian,Unidentified/unspecified,0,0,0,1,native,wild,routine,NA,12,0,NA,0,0,0,1,0,NA,NA,2014,Unidentified/unspecified,Unidentified/unspecified,Unidentified/unspecified,Unidentified/unspecified
Rapid Response to Evaluate the Presence of Amphibian Chytrid Fungus (Batrachochytrium dendrobatidis) and Ranavirus in Wild Amphibian Populations in Madagascar,2015,PLoS ONE,10,e0125330,04/04/2014,2014,Madagascar,-20,34,59.9988,47,12,0,-20.583333,47.2,amphibian,Unidentified/unspecified,0,1,0,1,native,wild,routine,NA,32,1,NA,0,0,0,1,0,NA,NA,2014,Unidentified/unspecified,Unidentified/unspecified,Unidentified/unspecified,Unidentified/unspecified
Rapid Response to Evaluate the Presence of Amphibian Chytrid Fungus (Batrachochytrium dendrobatidis) and Ranavirus in Wild Amphibian Populations in Madagascar,2015,PLoS ONE,10,e0125330,04/04/2014,2014,Madagascar,-22,46,59.9988,47,25,0.0012,-22.783333,47.416667,amphibian,Unidentified/unspecified,0,1,0,1,native,wild,routine,NA,43,4,NA,0,0,0,1,0,NA,NA,2014,Unidentified/unspecified,Unidentified/unspecified,Unidentified/unspecified,Unidentified/unspecified
Rapid Response to Evaluate the Presence of Amphibian Chytrid Fungus (Batrachochytrium dendrobatidis) and Ranavirus in Wild Amphibian Populations in Madagascar,2015,PLoS ONE,10,e0125330,04/04/2014,2014,Madagascar,-19,51,0,49,25,0.0012,-19.85,49.416667,amphibian,Unidentified/unspecified,0,0,0,1,native,wild,routine,NA,6,0,NA,0,0,0,1,0,NA,NA,2014,Unidentified/unspecified,Unidentified/unspecified,Unidentified/unspecified,Unidentified/unspecified
"Responses, movements, and survival of relocated box turtles during construction of the intercounty connector highway in Maryland",2013,Transportation Research Record,2362,1--8,09/01/2011,2011,USA,39,6,36,-78,55,27.0012,39.11,-78.924167,reptile,Terrapene carolina carolina,0,0,0,0,native,wild,mortality,27,12,10,10,1,0,1,0,0,NA,NA,2011,Terrapene,Terrapene,Testudines,Emydidae
State-wide survey of amphibian pathogens in green frog (Lithobates clamitans melanota) reveals high chytrid infection intensities in constructed wetlands,2019,Herpetological Conservation and Biology,14,199-211,07/14/2013,2013,USA,40,32,19.8654913,-78,2,27.65625,40.5388515,-78.041016,amphibian,Lithobates clamitans melanota,0,0,1,0,native,wild,routine,NA,60,1,NA,1,0,1,0,1,NA,NA,2013,Lithobates,Rana,Anura,Ranidae
State-wide survey of amphibian pathogens in green frog (Lithobates clamitans melanota) reveals high chytrid infection intensities in constructed wetlands,2019,Herpetological Conservation and Biology,14,199-211,07/14/2013,2013,USA,40,49,49.5727595,-78,8,23.6132813,40.8304369,-78.139893,amphibian,Lithobates clamitans melanota,0,0,1,0,native,wild,routine,NA,60,5,NA,1,0,1,0,1,NA,NA,2013,Lithobates,Rana,Anura,Ranidae
"Surveillance of Ranavirus in False Map Turtles (Graptemys pseudogeographica) along the Lower Missouri River, USA",2019,Herpetological Review,50,76-78,07/17/2017,2017,USA,42,52,41.016,-97,16,46.992,42.87806,-97.27972,reptile,Graptemys pseudogeographica,0,0,0,1,native,wild,routine,NA,7,0,0,0,0,0,1,0,NA,NA,2017,Graptemys,Graptemys,Testudines,Emydidae
"Surveillance of Ranavirus in False Map Turtles (Graptemys pseudogeographica) along the Lower Missouri River, USA",2019,Herpetological Review,50,76-78,05/03/2017,2017,USA,42,51,43.164,-97,17,41.82,42.86199,-97.29495,reptile,Graptemys pseudogeographica,0,0,0,1,native,wild,routine,NA,1,0,0,0,0,0,1,0,NA,NA,2017,Graptemys,Graptemys,Testudines,Emydidae
"Surveillance of Ranavirus in False Map Turtles (Graptemys pseudogeographica) along the Lower Missouri River, USA",2019,Herpetological Review,50,76-78,05/31/2017,2017,USA,42,43,48,-97,7,32.88,42.73,-97.1258,reptile,Graptemys pseudogeographica,0,0,0,1,native,wild,routine,NA,12,0,0,0,0,0,1,0,NA,NA,2017,Graptemys,Graptemys,Testudines,Emydidae
"Surveillance of Ranavirus in False Map Turtles (Graptemys pseudogeographica) along the Lower Missouri River, USA",2019,Herpetological Review,50,76-78,07/25/2017,2017,USA,42,46,3.972,-97,5,6.972,42.76777,-97.08527,reptile,Graptemys pseudogeographica,0,0,0,1,native,wild,routine,NA,11,0,0,0,0,0,1,0,NA,NA,2017,Graptemys,Graptemys,Testudines,Emydidae
"Surveillance of Ranavirus in False Map Turtles (Graptemys pseudogeographica) along the Lower Missouri River, USA",2019,Herpetological Review,50,76-78,07/19/2017,2017,USA,42,45,49.104,-97,4,39.828,42.76364,-97.07773,reptile,Graptemys pseudogeographica,0,0,0,1,native,wild,routine,NA,21,0,0,0,0,0,1,0,NA,NA,2017,Graptemys,Graptemys,Testudines,Emydidae
"Surveillance of Ranavirus in False Map Turtles (Graptemys pseudogeographica) along the Lower Missouri River, USA",2019,Herpetological Review,50,76-78,08/27/2017,2017,USA,42,45,56.052,-97,1,8.184,42.76557,-97.01894,reptile,Graptemys pseudogeographica,0,0,0,1,native,wild,routine,NA,14,0,0,0,0,0,1,0,NA,NA,2017,Graptemys,Graptemys,Testudines,Emydidae
"Surveillance of Ranavirus in False Map Turtles (Graptemys pseudogeographica) along the Lower Missouri River, USA",2019,Herpetological Review,50,76-78,09/10/2015,2015,USA,42,45,55.476,-97,1,4.62,42.76541,-97.01795,reptile,Graptemys pseudogeographica,0,0,0,1,native,wild,routine,NA,1,0,0,0,0,0,1,0,NA,NA,2015,Graptemys,Graptemys,Testudines,Emydidae
"Surveillance of Ranavirus in False Map Turtles (Graptemys pseudogeographica) along the Lower Missouri River, USA",2019,Herpetological Review,50,76-78,09/10/2015,2015,USA,42,45,39.24,-96,59,5.82,42.7609,-96.98495,reptile,Graptemys pseudogeographica,0,0,0,1,native,wild,routine,NA,27,0,0,0,0,0,1,0,NA,NA,2015,Graptemys,Graptemys,Testudines,Emydidae
"Surveillance of Ranavirus in False Map Turtles (Graptemys pseudogeographica) along the Lower Missouri River, USA",2019,Herpetological Review,50,76-78,06/28/2017,2017,USA,42,44,0.636,-96,53,22.884,42.73351,-96.88969,reptile,Graptemys pseudogeographica,0,0,0,1,native,wild,routine,NA,28,0,0,0,0,0,1,0,NA,NA,2017,Graptemys,Graptemys,Testudines,Emydidae
"Surveillance of Ranavirus in False Map Turtles (Graptemys pseudogeographica) along the Lower Missouri River, USA",2019,Herpetological Review,50,76-78,06/04/2016,2016,USA,42,33,37.512,-96,38,39.3,42.56042,-96.64425,reptile,Graptemys pseudogeographica,0,0,0,1,native,wild,routine,NA,1,0,0,0,0,0,1,0,NA,NA,2016,Graptemys,Graptemys,Testudines,Emydidae
"Survey of ranavirus and the fungus Batrachochytrium dendrobatidis in frogs of Central Virginia, USA",2012,Herpetological Review,43,78-80,04/01/2010,2010,USA,37,12,1.8,-79,33,1.08,37.2005,-79.5503,amphibian,Lithobates catesbeianus,0,0,0,1,native,wild,routine,11_50,20,0,NA,0,0,1,0,0,NA,NA,2010,Lithobates,Rana,Anura,Ranidae
"Survey of ranavirus and the fungus Batrachochytrium dendrobatidis in frogs of Central Virginia, USA",2012,Herpetological Review,43,78-80,04/01/2010,2010,USA,37,12,1.8,-79,33,1.08,37.2005,-79.5503,amphibian,Pseudacris crucifer,0,0,0,1,native,wild,routine,11_50,14,0,NA,0,0,1,0,0,NA,NA,2010,Pseudacris,Pseudacris,Anura,Hylidae
"Survey of ranavirus and the fungus Batrachochytrium dendrobatidis in frogs of Central Virginia, USA",2012,Herpetological Review,43,78-80,04/01/2010,2010,USA,37,14,34.08,-79,32,9.96,37.2428,-79.5361,amphibian,Anaxyrus fowleri,0,0,0,1,native,wild,routine,11_50,15,0,NA,0,0,1,0,0,NA,NA,2010,Anaxyrus,Anaxyrus,Anura,Bufonidae
"Survey of ranavirus and the fungus Batrachochytrium dendrobatidis in frogs of Central Virginia, USA",2012,Herpetological Review,43,78-80,04/01/2010,2010,USA,37,14,34.08,-79,32,9.96,37.2428,-79.5361,amphibian,Lithobates palustris,0,0,0,1,native,wild,routine,11_50,18,0,NA,0,0,1,0,0,NA,NA,2010,Lithobates,Rana,Anura,Ranidae
"Survey of ranavirus and the fungus Batrachochytrium dendrobatidis in frogs of Central Virginia, USA",2012,Herpetological Review,43,78-80,04/01/2010,2010,USA,37,14,42.72,-79,32,49.56,37.2452,-79.5471,amphibian,Pseudacris crucifer,0,0,0,1,native,wild,routine,11_50,15,0,NA,0,0,1,0,0,NA,NA,2010,Pseudacris,Pseudacris,Anura,Hylidae
"Survey of ranavirus and the fungus Batrachochytrium dendrobatidis in frogs of Central Virginia, USA",2012,Herpetological Review,43,78-80,04/01/2010,2010,USA,37,14,42.72,-79,32,49.56,37.2452,-79.5471,amphibian,Acris crepitans,0,0,0,1,native,wild,routine,11_50,21,0,NA,0,0,1,0,0,NA,NA,2010,Acris,Acris,Anura,Hylidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2000,2000,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Lithobates sylvaticus,0,0,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2000,Lithobates,Rana,Anura,Ranidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2000,2000,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Pseudacris crucifer,0,1,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2000,Pseudacris,Pseudacris,Anura,Hylidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2002,2002,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2002,Lithobates,Rana,Anura,Ranidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2002,2002,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Pseudacris crucifer,0,1,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2002,Pseudacris,Pseudacris,Anura,Hylidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2003,2003,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Lithobates catesbieanus,0,1,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2003,Lithobates,Rana,Anura,Ranidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2003,2003,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Lithobates clamitans,0,1,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2003,Lithobates,Rana,Anura,Ranidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2004,2004,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Lithobates catesbieanus,0,1,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2004,Lithobates,Rana,Anura,Ranidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2004,2004,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Lithobates clamitans,0,1,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2004,Lithobates,Rana,Anura,Ranidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2001,2001,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2001,Lithobates,Rana,Anura,Ranidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2001,2001,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Ambystoma maculatum,0,1,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2001,Ambystoma,Ambystoma,Urodela,Ambystomatidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2001,2001,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Lithobates clamitans,0,1,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2001,Lithobates,Rana,Anura,Ranidae
The role of multiple stressors in ranavirus-caused amphibian mortalities in Acadia National Park wetlands,2010,Canadian Journal of Zoology,88,108-121,08/01/2004,2004,USA,44,21,0,-69,46,59.9988,44.35,-69.783333,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,mortality,NA,NA,NA,NA,1,0,0,0,0,NA,NA,2004,Lithobates,Rana,Anura,Ranidae
